,Scores,mean_test_score,std_test_score,sem_test_score,params,round,train_mthd,estimator,roc_auc,accuracy,balanced_accuracy,recall,precision,f1,matthews_corrcoef
7085,0.12964074471043288,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5625,0.625,0.5625,0.75,0.7058823529411765,0.7272727272727273,0.12964074471043288
7086,0.0,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5,0.5,0.5,0.9166666666666666,0.5,0.6470588235294118,0.0
7087,0.3478327964999673,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.6555555555555556,0.7083333333333334,0.6555555555555556,0.8666666666666667,0.7222222222222222,0.7878787878787878,0.3478327964999673
7088,0.26462806201248157,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.6388888888888888,0.7083333333333334,0.6388888888888888,0.7777777777777778,0.8235294117647058,0.8,0.26462806201248157
7089,0.5477225575051662,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.7666666666666668,0.7916666666666666,0.7666666666666666,0.8666666666666667,0.8125,0.8387096774193549,0.5477225575051662
7090,0.3379631847096873,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.6944444444444444,0.625,0.6944444444444444,0.5555555555555556,0.9090909090909091,0.6896551724137931,0.3379631847096873
7091,-0.008403361344537815,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.49579831932773116,0.5833333333333334,0.4957983193277311,0.7058823529411765,0.7058823529411765,0.7058823529411765,-0.008403361344537815
7092,0.07254762501100116,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.53125,0.625,0.53125,0.8125,0.6842105263157895,0.7428571428571429,0.07254762501100116
7093,0.25928148942086576,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.634453781512605,0.5416666666666666,0.634453781512605,0.4117647058823529,0.875,0.56,0.25928148942086576
7094,0.11952286093343936,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5571428571428572,0.5833333333333334,0.5571428571428572,0.7142857142857143,0.625,0.6666666666666666,0.11952286093343936
7095,0.22230872018035164,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.6218487394957982,0.5833333333333334,0.6218487394957983,0.5294117647058824,0.8181818181818182,0.6428571428571429,0.22230872018035164
7096,0.29277002188455997,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.75,0.29277002188455997
7097,0.07100716024967263,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5333333333333333,0.5833333333333334,0.5333333333333333,0.7333333333333333,0.6470588235294118,0.6875,0.07100716024967263
7098,0.44971201491459334,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.7394957983193277,0.75,0.7394957983193278,0.7647058823529411,0.8666666666666667,0.8125,0.44971201491459334
7099,0.18257418583505539,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.59375,0.625,0.59375,0.6875,0.7333333333333333,0.7096774193548387,0.18257418583505539
